gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392
gene-LOC109633196|LOC109633196,15,21,24,14,19
gene-ribc1|ribc1,0,0,0,0,0
gene-LOC109630995|LOC109630995,0,0,0,0,0
gene-LOC109630657|LOC109630657,0,0,0,0,0
gene-LOC109630473|LOC109630473,0,0,0,0,0
gene-LOC109630554|LOC109630554,0,0,0,0,0
gene-lhfpl5|lhfpl5,0,0,0,0,0
gene-LOC109630953|LOC109630953,0,0,0,0,0
gene-LOC109630830|LOC109630830,0,0,0,0,0
gene-prok1|prok1,0,0,0,0,0
gene-alx3|alx3,0,0,0,0,0
gene-slc6a17|slc6a17,0,5,0,0,3
gene-LOC109630715|LOC109630715,0,5,0,0,0
gene-LOC109630717|LOC109630717,0,0,0,0,0
gene-LOC109630679|LOC109630679,0,0,0,10,16
gene-dnase1l3|dnase1l3,0,0,4,0,0
gene-LOC109630935|LOC109630935,0,0,0,0,0
gene-cunh1orf127|cunh1orf127,0,0,0,0,0
gene-LOC109630713|LOC109630713,0,0,0,0,0
gene-LOC109630681|LOC109630681,0,0,2,11,0
gene-LOC109630667|LOC109630667,0,0,0,0,0
gene-LOC109630466|LOC109630466,0,0,0,0,0
gene-LOC109630837|LOC109630837,0,0,0,0,0
gene-LOC109630630|LOC109630630,0,0,5,0,0
gene-LOC109630699|LOC109630699,0,0,2,0,2
gene-LOC109630564|LOC109630564,0,0,2,0,2
gene-hes3|hes3,0,0,0,0,0
gene-acot7|acot7,0,0,0,0,0
gene-LOC109630703|LOC109630703,0,0,0,0,0
gene-hes2|hes2,0,0,0,0,0
gene-LOC109630651|LOC109630651,0,0,0,0,0
gene-tas1r2|tas1r2,0,0,0,0,0
gene-LOC109630931|LOC109630931,0,3,0,0,0
gene-LOC109630658|LOC109630658,0,0,0,5,0
gene-LOC109630695|LOC109630695,0,0,0,0,0
gene-LOC109630540|LOC109630540,0,0,0,0,0
gene-LOC109630690|LOC109630690,0,0,0,5,0
gene-tkt|tkt,0,5,0,0,0
gene-LOC109630571|LOC109630571,0,0,0,0,0
gene-LOC109630746|LOC109630746,0,0,0,0,0
gene-LOC109630576|LOC109630576,0,0,0,0,0
gene-LOC109630578|LOC109630578,0,0,0,0,0
gene-gabrd|gabrd,0,0,0,0,0
gene-LOC109630881|LOC109630881,0,0,5,0,0
gene-fam131c|fam131c,0,0,0,0,0
gene-clcnka|clcnka,0,0,0,0,0
gene-LOC109630661|LOC109630661,0,5,0,0,0
gene-tmem240|tmem240,0,0,3,0,3
gene-trnaq-uug-2|trnaq-uug,0,0,0,0,0
gene-LOC109630541|LOC109630541,0,0,0,0,0
gene-angptl7|angptl7,0,0,0,0,0
gene-LOC109630711|LOC109630711,0,0,0,0,0
gene-LOC109630518|LOC109630518,0,0,0,0,0
gene-LOC109630585|LOC109630585,0,0,0,0,0
gene-LOC109630588|LOC109630588,0,0,0,0,0
gene-trnaq-uug-3|trnaq-uug,0,0,0,0,0
gene-LOC109630476|LOC109630476,0,0,5,0,0
gene-LOC109630477|LOC109630477,0,0,0,0,2
gene-LOC109630704|LOC109630704,0,0,0,0,0
gene-LOC109630592|LOC109630592,0,0,0,0,0
gene-LOC109630966|LOC109630966,0,3,0,0,0
gene-LOC109630544|LOC109630544,0,0,0,0,0
gene-LOC109630677|LOC109630677,0,0,0,0,0
gene-LOC109630856|LOC109630856,0,0,17,0,0
gene-LOC109630680|LOC109630680,0,0,0,0,0
gene-LOC109630698|LOC109630698,0,0,0,0,0
gene-LOC109630594|LOC109630594,0,0,0,0,0
gene-LOC109630595|LOC109630595,0,0,12,0,0
gene-LOC109630739|LOC109630739,0,0,0,0,0
gene-LOC109630670|LOC109630670,0,0,0,0,3
gene-LOC109630812|LOC109630812,0,0,0,0,0
gene-cfap126|cfap126,0,0,0,0,0
gene-LOC109630604|LOC109630604,0,0,0,0,0
gene-LOC109630607|LOC109630607,0,0,0,0,0
gene-LOC109630608|LOC109630608,0,0,0,0,0
gene-LOC109630693|LOC109630693,0,0,4,0,10
gene-LOC109630697|LOC109630697,0,0,0,0,0
gene-LOC109630609|LOC109630609,0,0,0,0,0
gene-LOC109630610|LOC109630610,0,0,0,3,0
gene-LOC109630611|LOC109630611,0,0,0,0,0
gene-LOC109630537|LOC109630537,0,0,3,0,0
gene-LOC109630706|LOC109630706,0,0,0,0,0
gene-trnas-aga-6|trnas-aga,0,0,0,0,0
gene-trnas-cga-4|trnas-cga,0,0,0,0,0
gene-cxcr2|cxcr2,0,7,47,11,29
gene-speg|speg,0,0,0,13,5
gene-LOC109631105|LOC109631105,0,0,0,3,0
gene-LOC109631260|LOC109631260,0,0,0,0,0
gene-LOC109631259|LOC109631259,0,0,0,0,0
gene-LOC109631322|LOC109631322,0,0,0,0,0
gene-LOC109631110|LOC109631110,0,0,0,0,0
gene-LOC109631216|LOC109631216,0,0,0,0,0
gene-LOC109631241|LOC109631241,0,0,0,0,0
gene-LOC109631112|LOC109631112,0,0,0,0,0
gene-LOC109631114|LOC109631114,0,0,0,0,0
gene-LOC109631115|LOC109631115,0,0,0,0,0
gene-LOC109631116|LOC109631116,0,0,0,0,0
gene-LOC109631117|LOC109631117,0,0,0,0,0
gene-LOC109631040|LOC109631040,0,0,0,0,0
gene-LOC109631205|LOC109631205,0,0,0,0,0
gene-LOC109631119|LOC109631119,0,0,0,0,0
gene-LOC109631120|LOC109631120,0,0,0,0,0
gene-LOC109631121|LOC109631121,0,0,0,0,0
gene-LOC109631261|LOC109631261,0,0,0,0,7
gene-cryba2|cryba2,0,0,0,0,0
gene-cdk5r2|cdk5r2,0,0,0,0,0
gene-wnt10a|wnt10a,0,0,0,0,0
gene-wnt6|wnt6,0,0,0,0,0
gene-nxph2|nxph2,0,0,0,0,0
gene-LOC109631244|LOC109631244,0,6,0,0,0
gene-asic4|asic4,0,0,0,0,0
gene-LOC109631173|LOC109631173,0,0,0,0,0
gene-LOC109631123|LOC109631123,0,0,0,0,0
gene-LOC109631172|LOC109631172,0,0,0,0,0
gene-LOC109631126|LOC109631126,0,0,0,0,0
gene-LOC109631253|LOC109631253,0,0,0,0,0
gene-LOC109631079|LOC109631079,0,0,0,0,0
gene-kctd4|kctd4,0,0,0,3,0
gene-LOC109631219|LOC109631219,0,0,0,0,0
gene-arl6|arl6,0,0,0,0,0
gene-htr1f|htr1f,0,0,0,0,0
gene-pou1f1|pou1f1,0,0,0,0,0
gene-LOC109631214|LOC109631214,0,0,0,0,0
gene-vwc2l|vwc2l,0,5,0,0,0
gene-LOC109631343|LOC109631343,0,0,0,0,0
gene-LOC109631032|LOC109631032,0,0,0,0,3
gene-march4|march4,0,0,0,0,0
gene-LOC109631427|LOC109631427,0,0,0,0,0
gene-LOC109631380|LOC109631380,0,0,0,0,0
gene-rprm|rprm,0,0,0,0,0
gene-kcnj3|kcnj3,0,0,0,0,0
gene-ermn|ermn,0,0,0,0,0
gene-tbr1|tbr1,0,0,11,7,0
gene-LOC109631272|LOC109631272,0,0,0,7,0
gene-LOC109631258|LOC109631258,0,0,0,0,0
gene-b3galt1|b3galt1,0,0,0,0,0
gene-g6pc2|g6pc2,0,0,0,0,0
gene-LOC109631413|LOC109631413,0,0,0,0,0
gene-klhl23|klhl23,0,0,0,0,0
gene-sp5|sp5,0,0,0,12,0
gene-gad1|gad1,0,0,0,0,0
gene-dlx1|dlx1,0,5,0,0,0
gene-dlx2|dlx2,0,0,0,0,0
gene-ola1|ola1,0,0,0,8,0
gene-chrna1|chrna1,0,0,0,0,4
gene-chn1|chn1,0,0,0,0,0
gene-LOC109631251|LOC109631251,0,0,0,0,0
gene-evx2|evx2,0,0,0,0,0
gene-hoxd12|hoxd12,0,0,0,0,0
gene-LOC109631282|LOC109631282,0,0,0,0,0
gene-hoxd10|hoxd10,0,0,0,0,0
gene-hoxd9|hoxd9,0,0,0,0,0
gene-hs6st3|hs6st3,0,0,7,0,0
gene-LOC109631029|LOC109631029,0,0,0,0,0
gene-sox21|sox21,0,0,0,0,0
gene-dct|dct,0,0,0,0,0
gene-LOC109631462|LOC109631462,0,0,0,0,0
gene-LOC109631101|LOC109631101,0,0,0,0,0
gene-LOC109631042|LOC109631042,0,0,3,17,0
gene-LOC109631103|LOC109631103,0,0,0,0,0
gene-LOC109631230|LOC109631230,0,0,5,0,8
gene-LOC109631226|LOC109631226,0,0,0,7,0
gene-LOC109631155|LOC109631155,0,0,0,0,0
gene-egfl6|egfl6,0,0,0,0,0
gene-LOC109631080|LOC109631080,0,7,82,0,18
gene-LOC109631158|LOC109631158,0,0,3,0,7
gene-LOC109631169|LOC109631169,0,0,0,0,0
gene-kcne1|kcne1,0,0,0,121,0
gene-LOC109631399|LOC109631399,0,0,0,0,3
gene-LOC109631396|LOC109631396,0,0,0,3,0
gene-LOC109631207|LOC109631207,0,14,0,0,0
gene-fam155a|fam155a,0,0,0,0,0
gene-LOC109631265|LOC109631265,0,0,0,0,0
gene-LOC109631264|LOC109631264,0,0,0,0,0
gene-LOC109631254|LOC109631254,0,0,0,0,0
gene-LOC109631418|LOC109631418,0,0,0,0,0
gene-LOC109631163|LOC109631163,0,0,0,0,0
gene-LOC109631247|LOC109631247,0,0,3,0,0
gene-cunh2orf40|cunh2orf40,0,0,0,0,0
gene-gmpr|gmpr,0,0,0,0,0
gene-trnat-cgu-2|trnat-cgu,0,0,0,0,0
gene-fam65b|fam65b,0,10,17,8,28
gene-LOC109631822|LOC109631822,0,0,5,5,5
gene-LOC109631556|LOC109631556,0,0,0,0,0
gene-LOC109631672|LOC109631672,0,0,0,0,0
gene-aunip|aunip,0,3,0,0,3
gene-LOC109631830|LOC109631830,0,0,0,0,0
gene-cunh11orf70|cunh11orf70,0,0,0,0,0
gene-LOC109631715|LOC109631715,0,0,11,7,0
gene-nobox|nobox,0,0,0,0,0
gene-matn1|matn1,0,0,3,0,0
gene-cd164l2|cd164l2,0,0,0,0,0
gene-gabbr2|gabbr2,0,0,0,0,0
gene-LOC109631543|LOC109631543,0,5,0,8,3
gene-LOC109631714|LOC109631714,0,0,0,0,0
gene-tmem196|tmem196,0,0,3,0,0
gene-asb4|asb4,0,0,0,0,0
gene-slc25a13|slc25a13,0,0,0,0,0
gene-dlx6|dlx6,0,0,0,0,0
gene-LOC109631645|LOC109631645,0,0,0,0,0
gene-LOC109631679|LOC109631679,0,0,8,0,0
gene-LOC109631644|LOC109631644,0,0,8,0,0
gene-LOC109631713|LOC109631713,0,0,0,0,0
gene-LOC109631639|LOC109631639,0,0,12,0,7
gene-LOC109631628|LOC109631628,0,0,0,0,0
gene-LOC109631621|LOC109631621,0,0,0,0,0
gene-hoxa11|hoxa11,0,0,0,0,0
gene-hoxa13|hoxa13,0,0,0,0,0
gene-evx1|evx1,0,0,0,0,0
gene-rims3|rims3,0,3,0,3,0
gene-LOC109631583|LOC109631583,0,0,0,0,0
gene-LOC109631697|LOC109631697,0,0,0,0,0
gene-LOC109631584|LOC109631584,0,0,0,0,0
gene-LOC109631696|LOC109631696,0,0,0,0,0
gene-csmd2|csmd2,0,0,0,0,0
gene-LOC109631716|LOC109631716,0,0,0,0,0
gene-LOC109631633|LOC109631633,0,0,0,0,0
gene-LOC109631510|LOC109631510,0,0,0,0,0
gene-LOC109631634|LOC109631634,0,0,0,0,0
gene-LOC109631669|LOC109631669,0,0,0,0,0
gene-LOC109631530|LOC109631530,0,0,0,0,0
gene-LOC109631707|LOC109631707,0,0,0,0,0
gene-LOC109631698|LOC109631698,0,0,0,0,0
gene-LOC109631676|LOC109631676,0,0,0,0,0
gene-LOC109631710|LOC109631710,0,0,0,0,0
gene-LOC109631654|LOC109631654,0,0,0,0,0
gene-khdrbs3|khdrbs3,0,0,0,0,0
gene-fam135b|fam135b,0,0,0,0,0
gene-LOC109631595|LOC109631595,0,0,0,0,0
gene-col22a1|col22a1,0,0,8,0,0
gene-LOC109631618|LOC109631618,0,0,0,0,0
gene-LOC109631609|LOC109631609,0,0,0,0,0
gene-LOC109631611|LOC109631611,0,0,0,0,0
gene-LOC109631617|LOC109631617,0,0,0,0,0
gene-LOC109631876|LOC109631876,0,0,13,0,8
gene-LOC109631799|LOC109631799,0,5,0,0,0
gene-LOC109631906|LOC109631906,0,0,0,0,0
gene-LOC109631763|LOC109631763,0,0,0,0,0
gene-LOC109631525|LOC109631525,0,0,0,0,0
gene-LOC109631551|LOC109631551,0,0,0,0,6
gene-lrrc3b|lrrc3b,0,0,0,0,0
gene-LOC109631689|LOC109631689,0,0,0,0,0
gene-nxph1|nxph1,0,0,0,0,0
gene-col28a1|col28a1,0,0,0,0,0
gene-tac1|tac1,0,0,0,0,0
gene-LOC109631600|LOC109631600,0,0,0,0,0
gene-epb41|epb41,0,0,0,0,0
gene-LOC109631603|LOC109631603,0,0,0,0,0
gene-LOC109631640|LOC109631640,0,0,0,0,0
gene-mc2r|mc2r,0,0,0,0,0
gene-LOC109631987|LOC109631987,0,0,0,0,0
gene-LOC109632135|LOC109632135,0,0,0,0,0
gene-LOC109632009|LOC109632009,0,0,0,0,0
gene-LOC109632012|LOC109632012,0,0,0,0,0
gene-LOC109632014|LOC109632014,0,0,0,0,0
gene-fbxo43|fbxo43,0,0,10,0,0
gene-kcns2|kcns2,0,0,0,0,0
gene-dcstamp|dcstamp,0,4,10,0,0
gene-cthrc1|cthrc1,0,0,0,7,0
gene-klhl32|klhl32,0,0,0,0,0
gene-pou3f2|pou3f2,0,0,0,0,0
gene-LOC109632002|LOC109632002,0,3,0,0,0
gene-prdm13|prdm13,0,0,0,0,0
gene-snap91|snap91,0,0,0,0,0
gene-trnam-cau-11|trnam-cau,0,0,0,0,0
gene-sybu|sybu,0,5,12,3,14
gene-trhr|trhr,0,5,0,11,0
gene-tmem74|tmem74,0,0,0,0,0
gene-rspo2|rspo2,0,0,0,0,0
gene-has2|has2,0,0,0,0,0
gene-scx|scx,0,0,0,0,0
gene-LOC109632110|LOC109632110,0,0,0,0,0
gene-LOC109631978|LOC109631978,0,0,0,0,0
gene-LOC109632118|LOC109632118,0,0,0,0,0
gene-popdc3|popdc3,0,0,0,0,0
gene-sim1|sim1,0,0,0,0,0
gene-LOC109632108|LOC109632108,0,0,3,0,0
gene-LOC109631991|LOC109631991,0,0,0,0,0
gene-LOC109631989|LOC109631989,0,0,0,0,0
gene-LOC109632129|LOC109632129,0,0,0,0,0
gene-LOC109632036|LOC109632036,0,0,0,0,0
gene-LOC109632225|LOC109632225,0,0,0,4,0
gene-LOC109632097|LOC109632097,0,0,0,0,0
gene-LOC109632039|LOC109632039,0,0,0,0,0
gene-LOC109632198|LOC109632198,0,0,0,0,0
gene-prelid3a|prelid3a,0,0,0,0,0
gene-LOC109632040|LOC109632040,0,0,0,0,0
gene-LOC109632099|LOC109632099,0,0,0,0,0
gene-LOC109632120|LOC109632120,0,0,0,0,0
gene-LOC109632126|LOC109632126,0,0,7,0,0
gene-LOC109632042|LOC109632042,0,0,0,0,0
gene-LOC109631955|LOC109631955,0,0,0,0,0
gene-LOC109632106|LOC109632106,0,0,0,0,0
gene-slc6a3|slc6a3,0,0,0,0,0
gene-LOC109632123|LOC109632123,0,0,0,0,0
gene-nrsn1|nrsn1,0,3,0,0,0
gene-LOC109632124|LOC109632124,0,0,0,0,0
gene-nov|nov,0,0,0,0,0
gene-trnar-acg-6|trnar-acg,0,0,0,0,0
gene-fndc4|fndc4,0,0,0,0,0
gene-trnal-cag-2|trnal-cag,0,0,0,0,0
gene-xkr6|xkr6,0,0,0,0,0
gene-LOC109632607|LOC109632607,0,0,0,0,0
gene-fam167a|fam167a,0,0,0,0,0
gene-LOC109632419|LOC109632419,0,0,0,0,0
gene-LOC109632443|LOC109632443,0,0,0,0,0
gene-LOC109632330|LOC109632330,0,0,0,0,0
gene-LOC109632332|LOC109632332,0,0,0,0,0
gene-trnat-agu-7|trnat-agu,0,0,0,0,0
gene-trnat-agu-8|trnat-agu,0,0,0,0,0
gene-trnat-agu-9|trnat-agu,0,0,0,0,0
gene-trnat-agu-10|trnat-agu,0,0,0,0,0
gene-trnat-ugu-3|trnat-ugu,0,0,0,0,0
gene-trnat-agu-11|trnat-agu,0,0,0,0,0
gene-trnat-agu-12|trnat-agu,0,0,0,0,0
gene-LOC109632595|LOC109632595,0,0,0,0,0
gene-LOC109632467|LOC109632467,0,0,0,9,0
gene-LOC109632335|LOC109632335,0,0,0,6,0
gene-LOC109632470|LOC109632470,0,0,0,0,0
gene-nkain2|nkain2,0,0,0,0,0
gene-trdn|trdn,0,0,0,0,0
gene-chga|chga,0,0,0,17,0
gene-LOC109632324|LOC109632324,0,0,0,0,0
gene-vrtn|vrtn,0,0,0,3,0
gene-LOC109632338|LOC109632338,0,7,6,5,0
gene-LOC109632288|LOC109632288,0,0,0,0,0
gene-LOC109632316|LOC109632316,0,0,0,0,0
gene-LOC109632392|LOC109632392,0,0,0,0,0
gene-LOC109632341|LOC109632341,0,0,0,0,0
gene-pak5|pak5,0,0,0,0,0
gene-lamp5|lamp5,0,0,0,0,0
gene-chgb|chgb,0,0,0,2,0
gene-LOC109632385|LOC109632385,0,0,0,0,0
gene-LOC109632345|LOC109632345,0,0,0,0,0
gene-LOC109632346|LOC109632346,0,0,0,0,0
gene-LOC109632318|LOC109632318,0,0,7,0,0
gene-trnat-ugu-4|trnat-ugu,0,0,0,0,0
gene-LOC109632599|LOC109632599,0,3,3,0,0
gene-tshr|tshr,0,0,0,0,0
gene-LOC109632285|LOC109632285,0,0,0,0,0
gene-LOC109632433|LOC109632433,0,0,0,0,0
gene-LOC109632267|LOC109632267,0,0,0,0,0
gene-LOC109632454|LOC109632454,0,0,0,0,0
gene-stmn4|stmn4,0,0,0,0,0
gene-LOC109632435|LOC109632435,0,0,0,0,0
gene-LOC109632353|LOC109632353,0,0,0,0,0
gene-LOC109632399|LOC109632399,0,0,0,0,0
gene-LOC109632355|LOC109632355,0,0,0,0,0
gene-LOC109632356|LOC109632356,0,0,0,0,0
gene-LOC109632357|LOC109632357,0,10,0,5,0
gene-opn5|opn5,0,0,0,0,0
gene-ptchd4|ptchd4,0,0,0,0,0
gene-cnih3|cnih3,0,0,0,0,0
gene-LOC109632407|LOC109632407,0,0,0,0,0
gene-LOC109632414|LOC109632414,0,0,0,0,0
gene-LOC109632413|LOC109632413,0,0,0,0,0
gene-LOC109632360|LOC109632360,0,0,0,12,0
gene-LOC109632416|LOC109632416,0,0,0,0,0
gene-hs3st5|hs3st5,0,0,0,0,0
gene-LOC109632398|LOC109632398,0,0,0,0,0
gene-trnas-aga-7|trnas-aga,0,0,0,0,0
gene-wisp3|wisp3,0,0,0,0,0
gene-LOC109632301|LOC109632301,0,0,0,0,0
gene-LOC109632444|LOC109632444,0,0,0,0,0
gene-LOC109632437|LOC109632437,0,0,0,0,0
gene-LOC109632315|LOC109632315,0,0,0,0,0
gene-LOC109632370|LOC109632370,0,0,0,0,0
gene-LOC109632303|LOC109632303,0,2,0,0,0
gene-LOC109632684|LOC109632684,0,0,0,0,0
gene-LOC109632761|LOC109632761,0,0,0,0,0
gene-LOC109632829|LOC109632829,0,0,0,3,0
gene-LOC109632687|LOC109632687,0,0,11,0,9
gene-LOC109632675|LOC109632675,0,0,0,0,0
gene-fgf23|fgf23,0,0,0,0,0
gene-kera|kera,0,0,0,0,0
gene-LOC109632668|LOC109632668,0,0,22,0,0
gene-LOC109632763|LOC109632763,0,0,0,0,0
gene-LOC109632768|LOC109632768,0,0,0,0,0
gene-LOC109632750|LOC109632750,0,0,0,0,0
gene-LOC109632887|LOC109632887,0,0,0,5,0
gene-LOC109632664|LOC109632664,0,0,0,0,0
gene-LOC109632876|LOC109632876,0,0,0,0,0
gene-iqsec3|iqsec3,0,0,0,0,0
gene-LOC109632665|LOC109632665,0,0,0,0,0
gene-LOC109632881|LOC109632881,0,0,0,11,0
gene-LOC109632676|LOC109632676,0,0,0,0,0
gene-trnal-caa-6|trnal-caa,0,0,0,0,0
gene-trnal-caa-7|trnal-caa,0,0,0,0,0
gene-trnal-caa-8|trnal-caa,0,0,0,0,0
gene-trnak-cuu-4|trnak-cuu,0,0,0,0,0
gene-trnak-cuu-5|trnak-cuu,0,0,0,0,0
gene-trnal-caa-9|trnal-caa,0,0,0,0,0
gene-trnak-cuu-6|trnak-cuu,0,0,0,0,0
gene-LOC109632858|LOC109632858,0,0,0,0,0
gene-LOC109632860|LOC109632860,0,0,0,0,0
gene-LOC109632701|LOC109632701,0,0,0,0,0
gene-LOC109632649|LOC109632649,0,0,0,0,0
gene-LOC109632849|LOC109632849,0,0,0,0,0
gene-LOC109632683|LOC109632683,0,0,0,0,0
gene-LOC109632646|LOC109632646,0,0,0,0,0
gene-LOC109632840|LOC109632840,0,0,0,0,0
gene-lrrn3|lrrn3,0,0,0,0,0
gene-LOC109632673|LOC109632673,0,0,0,0,0
gene-LOC109632729|LOC109632729,0,0,0,0,0
gene-LOC109632670|LOC109632670,0,0,0,0,0
gene-LOC109632751|LOC109632751,0,0,0,0,0
gene-LOC109632679|LOC109632679,0,0,3,3,0
gene-iapp|iapp,0,0,0,17,0
gene-LOC109632767|LOC109632767,0,0,0,0,0
gene-LOC109632741|LOC109632741,0,0,0,0,0
gene-trnaq-cug-5|trnaq-cug,0,0,0,0,0
gene-trnal-cag-3|trnal-cag,0,0,0,0,0
gene-LOC109632764|LOC109632764,0,0,0,0,0
gene-LOC109633142|LOC109633142,0,0,0,0,0
gene-LOC109633177|LOC109633177,0,0,0,0,0
gene-LOC109633198|LOC109633198,0,0,0,0,0
gene-nkd2|nkd2,0,0,15,14,7
gene-LOC109633179|LOC109633179,0,0,0,0,0
gene-nhlrc1|nhlrc1,0,0,0,0,0
gene-LOC109633534|LOC109633534,0,0,0,3,0
gene-LOC109633166|LOC109633166,0,0,0,0,0
gene-cunh7orf31|cunh7orf31,0,0,0,0,0
gene-LOC109633154|LOC109633154,0,0,5,0,3
gene-LOC109633156|LOC109633156,0,0,0,0,0
gene-LOC109632995|LOC109632995,0,0,0,0,0
gene-LOC109633000|LOC109633000,0,0,0,0,0
gene-LOC109633162|LOC109633162,0,0,0,5,0
gene-LOC109633370|LOC109633370,0,0,0,0,0
gene-dnah11|dnah11,0,0,0,0,0
gene-LOC109633024|LOC109633024,0,0,0,0,0
gene-LOC109633025|LOC109633025,0,0,0,0,0
gene-LOC109633008|LOC109633008,0,0,0,0,0
gene-LOC109633161|LOC109633161,0,0,0,0,0
gene-LOC109633199|LOC109633199,0,0,18,0,0
gene-nfkbid|nfkbid,0,0,5,0,0
gene-LOC109633034|LOC109633034,0,5,0,0,0
gene-LOC109633169|LOC109633169,0,0,0,0,0
gene-nr4a3|nr4a3,0,16,11,501,4
gene-scrt1|scrt1,0,0,0,0,0
gene-LOC109633036|LOC109633036,0,0,0,0,0
gene-LOC109633204|LOC109633204,0,0,0,0,0
gene-LOC109633037|LOC109633037,0,0,9,0,0
gene-LOC109633190|LOC109633190,0,0,0,0,0
gene-LOC109633488|LOC109633488,0,6,5,0,2
gene-LOC109633042|LOC109633042,0,0,0,0,0
gene-LOC109633447|LOC109633447,0,0,9,0,0
gene-LOC109633144|LOC109633144,0,0,0,5,0
gene-lenep|lenep,0,3,7,6,7
gene-fam189b|fam189b,0,0,0,0,0
gene-LOC109633047|LOC109633047,0,0,0,0,0
gene-LOC109633294|LOC109633294,0,0,0,0,0
gene-LOC109633266|LOC109633266,0,0,3,3,0
gene-LOC109633055|LOC109633055,0,0,0,0,0
gene-LOC109633251|LOC109633251,0,0,0,0,0
gene-LOC109633241|LOC109633241,0,7,0,0,0
gene-LOC109633354|LOC109633354,0,0,0,0,0
gene-LOC109633056|LOC109633056,0,0,0,0,0
gene-LOC109633291|LOC109633291,0,3,0,0,0
gene-cacng6|cacng6,0,0,0,8,0
gene-LOC109633348|LOC109633348,0,0,3,0,0
gene-aicda|aicda,0,0,0,0,0
gene-LOC109633228|LOC109633228,0,0,0,0,0
gene-LOC109633342|LOC109633342,0,2,0,0,0
gene-LOC109633061|LOC109633061,0,0,0,0,0
gene-clstn3|clstn3,0,0,0,0,0
gene-LOC109633065|LOC109633065,0,0,0,0,0
gene-LOC109633304|LOC109633304,0,0,0,0,0
gene-LOC109633360|LOC109633360,0,0,0,0,0
gene-LOC109633165|LOC109633165,0,0,0,0,0
gene-LOC109633077|LOC109633077,0,0,0,4,0
gene-LOC109633078|LOC109633078,0,0,0,0,0
gene-LOC109633205|LOC109633205,0,0,0,0,0
gene-LOC109633376|LOC109633376,0,0,0,0,0
gene-LOC109633373|LOC109633373,0,0,5,0,8
gene-LOC109633016|LOC109633016,0,0,5,0,0
gene-LOC109633191|LOC109633191,0,0,0,0,2
gene-LOC109633081|LOC109633081,0,0,4,37,0
gene-LOC109633157|LOC109633157,0,0,0,3,0
gene-LOC109633083|LOC109633083,0,0,9,0,0
gene-LOC109633084|LOC109633084,0,0,0,0,1
gene-LOC109633085|LOC109633085,0,9,0,0,2
gene-LOC109633182|LOC109633182,0,0,0,0,0
gene-LOC109633086|LOC109633086,0,0,0,0,0
gene-LOC109633420|LOC109633420,0,0,0,0,0
gene-LOC109633088|LOC109633088,0,0,0,0,1
gene-LOC109633710|LOC109633710,0,0,0,0,0
gene-mctp1|mctp1,0,0,0,0,0
gene-LOC109633636|LOC109633636,0,0,0,0,0
gene-LOC109633684|LOC109633684,0,0,0,0,0
gene-LOC109633628|LOC109633628,0,5,6,18,6
gene-LOC109633792|LOC109633792,0,0,0,0,0
gene-LOC109633693|LOC109633693,0,0,0,0,0
gene-LOC109633694|LOC109633694,0,0,0,0,0
gene-LOC109633875|LOC109633875,0,0,0,0,0
gene-LOC109633692|LOC109633692,0,0,0,0,0
gene-LOC109633746|LOC109633746,0,0,21,145,0
gene-LOC109633639|LOC109633639,0,0,0,0,0
gene-LOC109633864|LOC109633864,0,0,2,0,0
gene-LOC109633642|LOC109633642,0,0,0,0,0
gene-LOC109633705|LOC109633705,0,0,0,0,0
gene-LOC109633644|LOC109633644,0,0,0,0,0
gene-LOC109633714|LOC109633714,0,0,0,0,0
gene-LOC109633735|LOC109633735,0,0,0,0,0
gene-LOC109633646|LOC109633646,0,0,0,0,0
gene-LOC109633647|LOC109633647,0,0,0,0,0
gene-trnaa-cgc-3|trnaa-cgc,0,0,0,0,0
gene-LOC109633648|LOC109633648,0,0,0,0,0
gene-rasal1|rasal1,0,0,0,0,0
gene-LOC109633900|LOC109633900,0,0,0,0,0
gene-LOC109633599|LOC109633599,0,0,0,0,0
gene-LOC109633720|LOC109633720,0,0,0,0,0
gene-LOC109633623|LOC109633623,0,0,0,8,0
gene-LOC109633651|LOC109633651,0,0,0,0,0
gene-LOC109633615|LOC109633615,0,0,0,0,0
gene-LOC109633703|LOC109633703,0,0,0,0,0
gene-LOC109633701|LOC109633701,0,0,0,0,0
gene-LOC109633702|LOC109633702,0,0,0,0,0
gene-LOC109633740|LOC109633740,0,0,0,0,0
gene-LOC109633653|LOC109633653,0,0,0,0,0
gene-LOC109633709|LOC109633709,0,0,0,0,0
gene-LOC109633688|LOC109633688,0,0,0,5,0
gene-LOC109633619|LOC109633619,0,0,0,0,0
gene-LOC109633617|LOC109633617,0,0,0,0,0
gene-LOC109633806|LOC109633806,0,5,0,0,0
gene-tbx1|tbx1,0,8,14,12,8
gene-LOC109633715|LOC109633715,0,0,0,0,0
gene-figla|figla,0,0,0,0,0
gene-trnag-ccc-2|trnag-ccc,0,0,0,0,0
gene-LOC109633700|LOC109633700,0,0,0,0,0
gene-fam216a|fam216a,0,0,0,10,0
gene-LOC109633730|LOC109633730,0,0,0,0,0
gene-LOC109633722|LOC109633722,0,0,0,0,0
gene-zmat4|zmat4,0,0,0,0,0
gene-LOC109633712|LOC109633712,0,0,0,0,0
gene-LOC109633664|LOC109633664,0,0,0,0,0
